,Sentiment,Time,Text,cleaned,cleaned2,label_x,label_y,predicted
2678,positive,15/6/21,"Very tasty bacon, smoky sauce for eggs, hamburgers, non bacony items that could use some ""bacon goodness"". Hubby is thrilled. Not a spicy hot sauce. Cool that it's veggie friendly.","['tasty', 'bacon', 'smoky', 'sauce', 'egg', 'hamburger', 'non', 'bacony', 'item', 'could', 'use', 'bacon', 'goodness', 'hubby', 'thrilled', 'spicy', 'hot', 'sauce', 'cool', 'veggie', 'friendly']",tasty bacon smoky sauce egg hamburger non bacony item could use bacon goodness hubby thrilled spicy hot sauce cool veggie friendly,1,1,1.0
2683,positive,31/8/21,We were getting these for free at work. We stopped getting them so I went to smart and final to buy my own. My local Smart and Final did not have them so I ordered a box from Amazon! Can't wait to get them they are a great snack!,"['getting', 'free', 'work', 'stopped', 'getting', 'went', 'smart', 'final', 'buy', 'own', 'local', 'smart', 'final', 'ordered', 'box', 'amazon', 'wait', 'get', 'great', 'snack']",getting free work stopped getting went smart final buy own local smart final ordered box amazon wait get great snack,1,1,1.0
2685,positive,15/6/21,i first tasted this coffe at a casino and was delighted with the wonderful taste. it has good flavor and is very affordable  i highly recommend it,"['first', 'tasted', 'coffe', 'casino', 'delighted', 'wonderful', 'taste', 'good', 'flavor', 'affordable', 'highly', 'recommend']",first tasted coffe casino delighted wonderful taste good flavor affordable highly recommend,1,1,1.0
2687,positive,15/6/21,"Great taste and easy to make in very little time, great when adding raisins and whatever your likes and variations may be.","['great', 'taste', 'easy', 'make', 'little', 'time', 'great', 'adding', 'raisin', 'whatever', 'like', 'variation', 'may']",great taste easy make little time great adding raisin whatever like variation may,1,1,1.0
2688,positive,4/8/21,Love Dreamfields Pasta.  Can't get the lasagna noodles where I live so I was so happy to find them at Amazon.<br />Delivery was quick.  The only thing is the noodles got broken in shipment which was a dissappointment.,"['love', 'dreamfields', 'pasta', 'get', 'lasagna', 'noodle', 'live', 'happy', 'find', 'amazon.', 'delivery', 'quick', 'thing', 'noodle', 'got', 'broken', 'shipment', 'dissappointment']",love dreamfields pasta get lasagna noodle live happy find amazon. delivery quick thing noodle got broken shipment dissappointment,1,1,1.0
2704,positive,15/2/20,"FantasiCakes sent my cake FAST, and it was also sent MOIST!!  For me it's hard to go wrong with chocolate, but this cake really is fantastic! The icing comes on the side so you can warm it up and drizzle it on at your leisure. I really liked that because I don't normally like a lot of icing. LOVE IT!","['fantasicakes', 'sent', 'cake', 'fast', 'also', 'sent', 'moist', 'hard', 'wrong', 'chocolate', 'cake', 'really', 'fantastic', 'icing', 'come', 'side', 'warm', 'drizzle', 'leisure', 'really', 'liked', 'normally', 'like', 'lot', 'icing', 'love']",fantasicakes sent cake fast also sent moist hard wrong chocolate cake really fantastic icing come side warm drizzle leisure really liked normally like lot icing love,1,1,1.0
2705,positive,22/4/21,"These are excellent, don't taste sugar free at all. They taste just like the regular version and they are sweetened with Splenda with no chemical sweeteners. They're a little pricey but make a good treat.","['excellent', 'taste', 'sugar', 'free', 'all', 'taste', 'like', 'regular', 'version', 'sweetened', 'splenda', 'chemical', 'sweetener', 'they', 'little', 'pricey', 'make', 'good', 'treat']",excellent taste sugar free all taste like regular version sweetened splenda chemical sweetener they little pricey make good treat,1,1,1.0
2707,positive,16/11/19,"I always avoided salt and then I learned about the difference between table salt and sea salt.  This tastes great on meat, a little on eggs... you name it I am using it.  I love the 2lb bag and the cost is very fair.  Cheaper than buying at a store.","['always', 'avoided', 'salt', 'learned', 'difference', 'table', 'salt', 'sea', 'salt', 'taste', 'great', 'meat', 'little', 'egg', '...', 'name', 'using', 'love', 'bag', 'cost', 'fair', 'cheaper', 'buying', 'store']",always avoided salt learned difference table salt sea salt taste great meat little egg ... name using love bag cost fair cheaper buying store,1,1,1.0
2722,positive,10/8/18,"<a href=""http://www.amazon.com/gp/product/B000FK63LK"">Tinkyada Brown Rice Penne Pasta with Rice Bran, 16-Ounce Bags (Pack of 12)</a>Tinkyada makes pasta that actually tastes like pasta. I have tried many different brands and nobody comes close to Tinkyada. If you are allegeric to wheat you can have great tasting pasta again.","['href=', 'http', 'tinkyada', 'brown', 'rice', 'penne', 'pasta', 'rice', 'bran', 'bag', 'pack', 'tinkyada', 'make', 'pasta', 'actually', 'taste', 'like', 'pasta', 'tried', 'many', 'different', 'brand', 'nobody', 'come', 'close', 'tinkyada', 'allegeric', 'wheat', 'great', 'tasting', 'pasta', 'again']",href= http tinkyada brown rice penne pasta rice bran bag pack tinkyada make pasta actually taste like pasta tried many different brand nobody come close tinkyada allegeric wheat great tasting pasta again,1,1,1.0
2723,positive,5/12/19,This is the best gluten free pasta I've eaten.  Best of all my kids love it.,"['best', 'gluten', 'free', 'pasta', 'eaten', 'best', 'kid', 'love']",best gluten free pasta eaten best kid love,1,1,1.0
2732,positive,21/9/21,"Pilao is my favorite coffe. I have tried several brands from around the globe but so far this is the best tasting. Not bitter, nice and smooth.","['pilao', 'favorite', 'coffe', 'tried', 'several', 'brand', 'around', 'globe', 'far', 'best', 'tasting', 'bitter', 'nice', 'smooth']",pilao favorite coffe tried several brand around globe far best tasting bitter nice smooth,1,1,1.0
2741,positive,13/7/21,"Simply put, this stock has more flavour than most of the other options. It will add depth to your soups and sauces. If the flavour is too strong you can thin it down with a little water.<br /><br />As a bonus, it is consistently well priced on Amazon and you don't have lug it from the grocery store.","['simply', 'put', 'stock', 'flavour', 'option', 'add', 'depth', 'soup', 'sauce', 'flavour', 'strong', 'thin', 'little', 'water.', 'bonus', 'consistently', 'well', 'priced', 'amazon', 'lug', 'grocery', 'store']",simply put stock flavour option add depth soup sauce flavour strong thin little water. bonus consistently well priced amazon lug grocery store,1,1,1.0
2742,positive,23/10/21,"This is the best tasting hot sauce ever, yes hot sauce with a flavor ,my first bottle of this sauce came from a VERY VERY good friend when I found out what grocery store it came from i bought all they had now they tell me they cant get it anymore :( so where do i go? Amazon , but shipping for 2 bottles of this fine hot sauce is more than the sauce its self ,","['best', 'tasting', 'hot', 'sauce', 'ever', 'yes', 'hot', 'sauce', 'flavor', 'first', 'bottle', 'sauce', 'came', 'good', 'friend', 'found', 'grocery', 'store', 'came', 'bought', 'tell', 'cant', 'get', 'anymore', 'amazon', 'shipping', 'bottle', 'fine', 'hot', 'sauce', 'sauce', 'self']",best tasting hot sauce ever yes hot sauce flavor first bottle sauce came good friend found grocery store came bought tell cant get anymore amazon shipping bottle fine hot sauce sauce self,1,1,1.0
2749,positive,4/7/21,"I bought this on whim one day while shopping. The unusual flavor interested me. When I popped it, the wonderful smell of lime filled the kitchen. The taste is great! Not over powering but refreshing & tasty. This would go great on a summer day or night with margaritas or beer. Great new flavor! Would never have thought of adding lime to popcorn but it works!","['bought', 'whim', 'one', 'day', 'shopping', 'unusual', 'flavor', 'interested', 'popped', 'wonderful', 'smell', 'lime', 'filled', 'kitchen', 'taste', 'great', 'powering', 'refreshing', 'tasty', 'would', 'great', 'summer', 'day', 'night', 'margarita', 'beer', 'great', 'new', 'flavor', 'would', 'never', 'thought', 'adding', 'lime', 'popcorn', 'work']",bought whim one day shopping unusual flavor interested popped wonderful smell lime filled kitchen taste great powering refreshing tasty would great summer day night margarita beer great new flavor would never thought adding lime popcorn work,1,1,1.0
2750,positive,11/9/21,"Great price for a quick and healthy side! Wasn't sure if I liked ""whole wheat"" couscous, but it tastes great.","['great', 'price', 'quick', 'healthy', 'side', 'sure', 'liked', 'whole', 'wheat', 'couscous', 'taste', 'great']",great price quick healthy side sure liked whole wheat couscous taste great,1,1,1.0
2751,positive,24/10/21,The kids love these.  They are very tasty and healthier than most toaster pastries.,"['kid', 'love', 'these', 'tasty', 'healthier', 'toaster', 'pastry']",kid love these tasty healthier toaster pastry,1,1,1.0
2754,positive,10/7/21,"I ordered this cereal for my son who has some minor food allergies. He likes it, but I'm hooked! In my opinion, this cereal is the perfect blend; sweetened, but not too sweet; nutty, but not overwhelmingly so; good for you,and just plain delicious. I eat it with milk or as a snack without milk.","['ordered', 'cereal', 'son', 'minor', 'food', 'allergy', 'like', 'hooked', 'opinion', 'cereal', 'perfect', 'blend', 'sweetened', 'sweet', 'nutty', 'overwhelmingly', 'good', 'you', 'and', 'plain', 'delicious', 'eat', 'milk', 'snack', 'without', 'milk']",ordered cereal son minor food allergy like hooked opinion cereal perfect blend sweetened sweet nutty overwhelmingly good you and plain delicious eat milk snack without milk,1,1,1.0
2760,positive,11/6/21,"I love pineapples and these are wonderful.  They taste great, are easily portable and need no refridgeration which is good during the summer.  I also like the apple and Asian pears.  Not so cray about the strawberry bananas and the potato crisps","['love', 'pineapple', 'wonderful', 'taste', 'great', 'easily', 'portable', 'need', 'refridgeration', 'good', 'summer', 'also', 'like', 'apple', 'asian', 'pear', 'cray', 'strawberry', 'banana', 'potato', 'crisp']",love pineapple wonderful taste great easily portable need refridgeration good summer also like apple asian pear cray strawberry banana potato crisp,1,1,1.0
2763,positive,23/7/21,I have never been disappointed with a Cafe Excellence Product.  This has a nutty vanilla flavor with no oily aftertaste like so many flavored coffees have.,"['never', 'disappointed', 'cafe', 'excellence', 'product', 'nutty', 'vanilla', 'flavor', 'oily', 'aftertaste', 'like', 'many', 'flavored', 'coffee', 'have']",never disappointed cafe excellence product nutty vanilla flavor oily aftertaste like many flavored coffee have,1,1,0.0
2767,positive,2/8/21,I've been a NuGo bar fan for years.  This special flavor is my new favorite.  It's a great blend between banana and chocolate.  Great texture and taste.  And I love that this has such a high amount of protein compared to the other bars.,"['nugo', 'bar', 'fan', 'year', 'special', 'flavor', 'new', 'favorite', 'great', 'blend', 'banana', 'chocolate', 'great', 'texture', 'taste', 'love', 'high', 'amount', 'protein', 'compared', 'bar']",nugo bar fan year special flavor new favorite great blend banana chocolate great texture taste love high amount protein compared bar,1,1,1.0
2771,positive,2/8/21,Not much you can say about coconut syrup other than it tastes good. Item arrived in a timely manner and have no complaints at all to make.,"['much', 'say', 'coconut', 'syrup', 'taste', 'good', 'item', 'arrived', 'timely', 'manner', 'complaint', 'make']",much say coconut syrup taste good item arrived timely manner complaint make,1,1,1.0
2775,positive,23/8/21,"After a Bariatric Surgery, I can't take pills whole. I must crush them and mix them with the sugar-free apple sauce. As you can imagine, it's so bitter that you just want to die. However, if you add this FANTASTIC product, you won't taste the bitterness of the medications. And it's sugar free! It doesn't taste sugar free. It tastes just wonderful.<br /><br />I tried mixing my own xylitol (sugar alcohol) with cinnamon - it doesn't come out that well. But this product - it is JUST GREAT! There is no aftertaste whatsoever!<br /><br />I highly recommend it.","['bariatric', 'surgery', 'take', 'pill', 'whole', 'must', 'crush', 'mix', 'sugar-free', 'apple', 'sauce', 'imagine', 'bitter', 'want', 'die', 'however', 'add', 'fantastic', 'product', 'taste', 'bitterness', 'medication', 'sugar', 'free', 'taste', 'sugar', 'free', 'taste', 'wonderful.', 'tried', 'mixing', 'xylitol', 'sugar', 'alcohol', 'cinnamon', 'come', 'well', 'product', 'great', 'aftertaste', 'whatsoever', 'highly', 'recommend']",bariatric surgery take pill whole must crush mix sugar-free apple sauce imagine bitter want die however add fantastic product taste bitterness medication sugar free taste sugar free taste wonderful. tried mixing xylitol sugar alcohol cinnamon come well product great aftertaste whatsoever highly recommend,1,1,1.0
2776,positive,1/8/21,"The smoked tuna is our favorite, but the sweet n sour is good too. It's healthy and so easy to fix a quick snack or use for a meal. DELICIOUS...","['smoked', 'tuna', 'favorite', 'sweet', 'sour', 'good', 'too', 'healthy', 'easy', 'fix', 'quick', 'snack', 'use', 'meal', 'delicious', '...']",smoked tuna favorite sweet sour good too healthy easy fix quick snack use meal delicious ...,1,1,1.0
2780,positive,26/6/21,"I love the taste of this hemp protein Powder.  I love to mush up bananas with a fork, add some dried figs with raisins and pour this hemp protein all over it with the Nutiva Hemp seeds.  It tastes great and satisfies me on every level.<br /><br />I also sensed there was much more fiber in the powder compared to other brands.  I couldn't believe when I saw that there was 14 grams per serving.  Considering that 90% of Americans are lacking in fiber, this Protein Powder can be a great service to millions.","['love', 'taste', 'hemp', 'protein', 'powder', 'love', 'mush', 'banana', 'fork', 'add', 'dried', 'fig', 'raisin', 'pour', 'hemp', 'protein', 'nutiva', 'hemp', 'seed', 'taste', 'great', 'satisfies', 'every', 'level.', 'also', 'sensed', 'much', 'fiber', 'powder', 'compared', 'brand', 'believe', 'saw', 'gram', 'per', 'serving', 'considering', 'american', 'lacking', 'fiber', 'protein', 'powder', 'great', 'service', 'million']",love taste hemp protein powder love mush banana fork add dried fig raisin pour hemp protein nutiva hemp seed taste great satisfies every level. also sensed much fiber powder compared brand believe saw gram per serving considering american lacking fiber protein powder great service million,1,1,1.0
2784,positive,2/8/21,"This is my favorite snack.  I love its mild spicy taste.  It tastes great, specially when there is no salsa available!","['favorite', 'snack', 'love', 'mild', 'spicy', 'taste', 'taste', 'great', 'specially', 'salsa', 'available']",favorite snack love mild spicy taste taste great specially salsa available,1,1,1.0
2788,positive,24/6/21,The stores around here do not carry this product.  My husband is diabetic and Swiss Miss No Sugar is perfect for us.  We use it with coffee to make our own cafe mochas.,"['store', 'around', 'carry', 'product', 'husband', 'diabetic', 'swiss', 'miss', 'sugar', 'perfect', 'use', 'coffee', 'make', 'cafe', 'mocha']",store around carry product husband diabetic swiss miss sugar perfect use coffee make cafe mocha,1,1,1.0
2802,positive,24/5/21,"I had these crackers in a snack box on a recent Delta flight and enjoyed them so much I searched the internet to see where I could purchase them locally.  Unfortunately, I couldn't find a store in my area that sold them.  The taste is so good you can eat them just as a snack or serve with dips or spreads.  I ordered the Roasted Garlic with Rosemay and also the onion flavored version (which I haven't tried, yet).  Although some reviewers said their Wisecrackers showed up in bits and pieces, mine were in perfect shape.","['cracker', 'snack', 'box', 'recent', 'delta', 'flight', 'enjoyed', 'much', 'searched', 'internet', 'see', 'could', 'purchase', 'locally', 'unfortunately', 'find', 'store', 'area', 'sold', 'them', 'taste', 'good', 'eat', 'snack', 'serve', 'dip', 'spread', 'ordered', 'roasted', 'garlic', 'rosemay', 'also', 'onion', 'flavored', 'version', 'which', 'tried', 'yet', 'although', 'reviewer', 'said', 'wisecrackers', 'showed', 'bit', 'piece', 'mine', 'perfect', 'shape']",cracker snack box recent delta flight enjoyed much searched internet see could purchase locally unfortunately find store area sold them taste good eat snack serve dip spread ordered roasted garlic rosemay also onion flavored version which tried yet although reviewer said wisecrackers showed bit piece mine perfect shape,1,1,1.0
2813,positive,21/4/21,"Exceptional coffee all around - rich, full, with subtle hints of dark chocolate. My coffee-snob neighbor just ordered 4 pounds herself after having just one cup!","['exceptional', 'coffee', 'around', 'rich', 'full', 'subtle', 'hint', 'dark', 'chocolate', 'coffee-snob', 'neighbor', 'ordered', 'pound', 'one', 'cup']",exceptional coffee around rich full subtle hint dark chocolate coffee-snob neighbor ordered pound one cup,1,1,1.0
2815,positive,17/4/21,"I enjoy the flavor and benefits of fresh wheat grass but it is difficult to keep on hand. This powder seems to offer the same ""punch"" as well as tasting good. I'm very pleased with the product and now rely solely on it.","['enjoy', 'flavor', 'benefit', 'fresh', 'wheat', 'grass', 'difficult', 'keep', 'hand', 'powder', 'seems', 'offer', 'punch', 'well', 'tasting', 'good', 'pleased', 'product', 'rely', 'solely']",enjoy flavor benefit fresh wheat grass difficult keep hand powder seems offer punch well tasting good pleased product rely solely,1,1,1.0
2820,positive,30/6/21,"I drink a couple of cups of strong black coffee every day but rarely a fancy drink from a cafe.<br /><br />This product is convenient- you can just put it in the refrigerator or open the can and pour it over ice - or both.<br />The taste is smooth and well balanced.<br />It has plenty of caffeine and the right amount of milk and sugar.<br /><br />I have had a very similar product from Starbucks and I really don't sense much of a difference between the two. I would probably buy whatever is a better value at the time. Again, this product and the product from Starbucks seem to taste the same to me and are of the same high quality.","['drink', 'couple', 'cup', 'strong', 'black', 'coffee', 'every', 'day', 'rarely', 'fancy', 'drink', 'cafe.', 'this', 'product', 'convenient-', 'put', 'refrigerator', 'open', 'pour', 'ice', 'both.', 'the', 'taste', 'smooth', 'well', 'balanced.', 'plenty', 'caffeine', 'right', 'amount', 'milk', 'sugar.', 'similar', 'product', 'starbucks', 'really', 'sense', 'much', 'difference', 'two', 'would', 'probably', 'buy', 'whatever', 'better', 'value', 'time', 'again', 'product', 'product', 'starbucks', 'seem', 'taste', 'high', 'quality']",drink couple cup strong black coffee every day rarely fancy drink cafe. this product convenient- put refrigerator open pour ice both. the taste smooth well balanced. plenty caffeine right amount milk sugar. similar product starbucks really sense much difference two would probably buy whatever better value time again product product starbucks seem taste high quality,1,1,1.0
2833,positive,19/1/20,"One of the only apple drink mixes I found that tastes good. I used to buy the Walmart brand apple drink, but that tasted too fake for my taste. This one contains some sugar so it has some calories, but taste wise it's like light apple juice with a hint of artificial flavoring.","['one', 'apple', 'drink', 'mix', 'found', 'taste', 'good', 'used', 'buy', 'walmart', 'brand', 'apple', 'drink', 'tasted', 'fake', 'taste', 'one', 'contains', 'sugar', 'calorie', 'taste', 'wise', 'like', 'light', 'apple', 'juice', 'hint', 'artificial', 'flavoring']",one apple drink mix found taste good used buy walmart brand apple drink tasted fake taste one contains sugar calorie taste wise like light apple juice hint artificial flavoring,1,1,1.0
2835,positive,31/3/20,"These bars are a tasty snack.  The taste is like a dry carrot cake.  It is a little chewy, and has a nice texture, with nuts and raisins.  It is surprisingly high in calories, 180 for each bar.","['bar', 'tasty', 'snack', 'taste', 'like', 'dry', 'carrot', 'cake', 'little', 'chewy', 'nice', 'texture', 'nut', 'raisin', 'surprisingly', 'high', 'calorie', 'bar']",bar tasty snack taste like dry carrot cake little chewy nice texture nut raisin surprisingly high calorie bar,1,1,1.0
2842,positive,18/12/19,"Adds flavor to all sorts of dishes.  Great for deviled eggs, mix with the yoke filler and top it off with a slice of jalepeno.","['add', 'flavor', 'sort', 'dish', 'great', 'deviled', 'egg', 'mix', 'yoke', 'filler', 'top', 'slice', 'jalepeno']",add flavor sort dish great deviled egg mix yoke filler top slice jalepeno,1,1,1.0
2845,positive,10/7/20,"I do not eat them myself. I bought them for my husband because he is Greek and loves Greek food. he loves them very much so. They last him for 2 meals.<br />  Thank you very much,<br /> Happy4greenbay","['eat', 'myself', 'bought', 'husband', 'greek', 'love', 'greek', 'food', 'love', 'much', 'last', 'meals.', 'thank', 'much']",eat myself bought husband greek love greek food love much last meals. thank much,1,1,1.0
2856,positive,19/1/20,"We love hot apple cider and this was no exception! My 9 year old drank 6 cups the very first day I got this.  It has a wonderful, fresh apple taste with just the right amount of spice.  We will be ordering this on a regular basis!","['love', 'hot', 'apple', 'cider', 'exception', 'year', 'old', 'drank', 'cup', 'first', 'day', 'got', 'this', 'wonderful', 'fresh', 'apple', 'taste', 'right', 'amount', 'spice', 'ordering', 'regular', 'basis']",love hot apple cider exception year old drank cup first day got this wonderful fresh apple taste right amount spice ordering regular basis,1,1,1.0
2859,positive,8/7/20,This product is a nice alternative to pasta or potatoes.  Its very tasty and extremely easy to heat.  The fact that is already precooked makes it even more enjoyable for me.,"['product', 'nice', 'alternative', 'pasta', 'potato', 'tasty', 'extremely', 'easy', 'heat', 'fact', 'already', 'precooked', 'make', 'even', 'enjoyable']",product nice alternative pasta potato tasty extremely easy heat fact already precooked make even enjoyable,1,1,1.0
2862,positive,9/12/20,"The coffee taste good.  I thought I was getting the whole been but I got ground instead.  Oh well, I guess I don't have to worry about waking people up in the mornings.","['coffee', 'taste', 'good', 'thought', 'getting', 'whole', 'got', 'ground', 'instead', 'well', 'guess', 'worry', 'waking', 'people', 'morning']",coffee taste good thought getting whole got ground instead well guess worry waking people morning,1,1,1.0
2864,negative,25/2/21,This buckwheat is tasteless compared to Russian buckwheat. Only good thing is that it is organic. Will not order again.,"['buckwheat', 'tasteless', 'compared', 'russian', 'buckwheat', 'good', 'thing', 'organic', 'order', 'again']",buckwheat tasteless compared russian buckwheat good thing organic order again,0,0,1.0
2867,positive,14/10/20,"For years I've enjoyed Swedish pancakes served with lingonberry syrup at The Original Pancake House, and even at a few House of Pancakes (though theirs aren't as good).  I discovered the lingonberry preserves at IKEA, and then found these identical ones on Amazon.  They are absolutely wonderful on toast, waffles, pancakes.<br />The seller packaged them extremely well with lots of air-filled material and each jar separately wrapped in paper.  Great job!","['year', 'enjoyed', 'swedish', 'pancake', 'served', 'lingonberry', 'syrup', 'original', 'pancake', 'house', 'even', 'house', 'pancake', 'though', 'good', 'discovered', 'lingonberry', 'preserve', 'ikea', 'found', 'identical', 'one', 'amazon', 'absolutely', 'wonderful', 'toast', 'waffle', 'pancakes.', 'the', 'seller', 'packaged', 'extremely', 'well', 'lot', 'air-filled', 'material', 'jar', 'separately', 'wrapped', 'paper', 'great', 'job']",year enjoyed swedish pancake served lingonberry syrup original pancake house even house pancake though good discovered lingonberry preserve ikea found identical one amazon absolutely wonderful toast waffle pancakes. the seller packaged extremely well lot air-filled material jar separately wrapped paper great job,1,1,1.0
2868,positive,10/3/21,"This soup is great. Of course its more expensive because it is non gmo and organic. The chicken-like bits are just like the real chicken noodle soup style. Its a great soup, kids will love it too if they already like this style of soup!","['soup', 'great', 'course', 'expensive', 'non', 'gmo', 'organic', 'chicken-like', 'bit', 'like', 'real', 'chicken', 'noodle', 'soup', 'style', 'great', 'soup', 'kid', 'love', 'already', 'like', 'style', 'soup']",soup great course expensive non gmo organic chicken-like bit like real chicken noodle soup style great soup kid love already like style soup,1,1,1.0
2876,positive,25/7/21,"Great value, just be sure to have a place where the bag won't be crowded. Or transfer into a hard container and scoop out desired amount when needed.  Corn flakes taste hearty, (you can actually taste the corn), nice thick flakes that don't go limp a minute after being exposed to the milk.","['great', 'value', 'sure', 'place', 'bag', 'crowded', 'transfer', 'hard', 'container', 'scoop', 'desired', 'amount', 'needed', 'corn', 'flake', 'taste', 'hearty', 'you', 'actually', 'taste', 'corn', 'nice', 'thick', 'flake', 'limp', 'minute', 'exposed', 'milk']",great value sure place bag crowded transfer hard container scoop desired amount needed corn flake taste hearty you actually taste corn nice thick flake limp minute exposed milk,1,1,1.0
2892,positive,5/9/21,"These bars are quite tasty and a little crumbly. If you factor in the weight to calorie ratio, they are about the same,(ratio wise),to Nature Valley bars. The Amazon or Quaker description says 5.5 ozs. However each bar is only 0.91 ozs. The whole package of 6 weigh 5.5 oz. But I did give them 4 stars on taste because of my particular fondness for anything blueberry. One would have to check pricing per ounce with other brands for the value conscious.","['bar', 'quite', 'tasty', 'little', 'crumbly', 'factor', 'weight', 'calorie', 'ratio', 'same', 'ratio', 'wise', 'nature', 'valley', 'bar', 'amazon', 'quaker', 'description', 'say', 'ozs', 'however', 'bar', 'ozs', 'whole', 'package', 'weigh', 'give', 'star', 'taste', 'particular', 'fondness', 'anything', 'blueberry', 'one', 'would', 'check', 'pricing', 'per', 'ounce', 'brand', 'value', 'conscious']",bar quite tasty little crumbly factor weight calorie ratio same ratio wise nature valley bar amazon quaker description say ozs however bar ozs whole package weigh give star taste particular fondness anything blueberry one would check pricing per ounce brand value conscious,1,1,0.0
2900,positive,11/9/21,I have enjoyed using the maple flavor. It adds flavor to my diet that I would not have without it.,"['enjoyed', 'using', 'maple', 'flavor', 'add', 'flavor', 'diet', 'would', 'without']",enjoyed using maple flavor add flavor diet would without,1,1,1.0
2917,positive,1/3/20,Bought them for myself..eldest daughter fell in love :) enjoys them SO much. Spicey but only a touch..second eldest daughter enjoys them so much i share a bag of them often,"['bought', 'myself', 'eldest', 'daughter', 'fell', 'love', 'enjoys', 'much', 'spicey', 'touch', 'second', 'eldest', 'daughter', 'enjoys', 'much', 'share', 'bag', 'often']",bought myself eldest daughter fell love enjoys much spicey touch second eldest daughter enjoys much share bag often,1,1,1.0
2922,positive,7/2/21,"I was looking for a water mix-in without artificial sweetners. This uses Stevia, which I use at home. Just what I was looking for. It has fruit punch taste with tons of Vitamin C to boot.","['looking', 'water', 'mix-in', 'without', 'artificial', 'sweetners', 'stevia', 'use', 'home', 'looking', 'for', 'fruit', 'punch', 'taste', 'ton', 'vitamin', 'boot']",looking water mix-in without artificial sweetners stevia use home looking for fruit punch taste ton vitamin boot,1,1,1.0
2925,positive,1/3/20,Nice to see more than one flavor in a case. My cat really likes this one. Likes the extra gravy ones the best. Wish they sold them in varriety packs. They use meat by-products in their food. I could not get my cat to eat any thing else. She did not like the natural food. Up to you.,"['nice', 'see', 'one', 'flavor', 'case', 'cat', 'really', 'like', 'one', 'like', 'extra', 'gravy', 'one', 'best', 'wish', 'sold', 'varriety', 'pack', 'use', 'meat', 'by-product', 'food', 'could', 'get', 'cat', 'eat', 'thing', 'else', 'like', 'natural', 'food', 'you']",nice see one flavor case cat really like one like extra gravy one best wish sold varriety pack use meat by-product food could get cat eat thing else like natural food you,1,1,0.0
2932,positive,1/3/20,"First, my shipment arrived without any dent or leak in any of the cans which is awesome.<br />I will begin to review all the flavors (except for cherry, I have not tried the cherry one) :<br /><br />- Grape : This one is my favorite. It tastes almost like normal grape soda but you can still taste the real fruit juice. It leaves the after taste of real grape juice. The carbonation is about the right amount.<br /><br />- Orange : My second favorite flavor. It was very yummy and taste very real. If you let a friend drink it, he/she will be able to tell it is made from real juice and not artificial flavor.<br /><br />- Lemon lime : Great combination of flavors. The tartness is just right but the flavor is just ok, nothing impressive.<br /><br />- Kiwi/berry & Watermelon/strawberry : I found these two too sweet. The kiwi/berries taste is too strong it almost reminds me of artificial flavors in candy.<br /><br />- Cherry : I did not try this flavor but my boyfriend said it is his favorite and he loves it.<br /><br />Bottom line : Get this variety pack to see what flavors you like. My bf and I both love carbonated drinks but stopped drinking regular soda a while ago due to high fructose corn syrup.  The can size is a little small but it is easy to pack with your lunch to take on the go.","['first', 'shipment', 'arrived', 'without', 'dent', 'leak', 'can', 'awesome.', 'begin', 'review', 'flavor', 'except', 'cherry', 'tried', 'cherry', 'one', 'grape', 'one', 'favorite', 'taste', 'almost', 'like', 'normal', 'grape', 'soda', 'still', 'taste', 'real', 'fruit', 'juice', 'leaf', 'taste', 'real', 'grape', 'juice', 'carbonation', 'right', 'amount.', 'orange', 'second', 'favorite', 'flavor', 'yummy', 'taste', 'real', 'let', 'friend', 'drink', 'he/she', 'able', 'tell', 'made', 'real', 'juice', 'artificial', 'flavor.', 'lemon', 'lime', 'great', 'combination', 'flavor', 'tartness', 'right', 'flavor', 'nothing', 'impressive.', 'kiwi/berry', 'watermelon/strawberry', 'found', 'two', 'sweet', 'kiwi/berries', 'taste', 'strong', 'almost', 'reminds', 'artificial', 'flavor', 'candy.', 'cherry', 'try', 'flavor', 'boyfriend', 'said', 'favorite', 'love', 'it.', 'bottom', 'line', 'get', 'variety', 'pack', 'see', 'flavor', 'like', 'love', 'carbonated', 'drink', 'stopped', 'drinking', 'regular', 'soda', 'ago', 'due', 'high', 'fructose', 'corn', 'syrup', 'size', 'little', 'small', 'easy', 'pack', 'lunch', 'take']",first shipment arrived without dent leak can awesome. begin review flavor except cherry tried cherry one grape one favorite taste almost like normal grape soda still taste real fruit juice leaf taste real grape juice carbonation right amount. orange second favorite flavor yummy taste real let friend drink he/she able tell made real juice artificial flavor. lemon lime great combination flavor tartness right flavor nothing impressive. kiwi/berry watermelon/strawberry found two sweet kiwi/berries taste strong almost reminds artificial flavor candy. cherry try flavor boyfriend said favorite love it. bottom line get variety pack see flavor like love carbonated drink stopped drinking regular soda ago due high fructose corn syrup size little small easy pack lunch take,1,1,1.0
2937,positive,14/5/19,This adds something special to a regular burger and fries.  My husband loves spicy foods and he loves the kick that this gives him.,"['add', 'something', 'special', 'regular', 'burger', 'fry', 'husband', 'love', 'spicy', 'food', 'love', 'kick', 'give', 'him']",add something special regular burger fry husband love spicy food love kick give him,1,1,1.0
