,Sentiment,Time,Text,cleaned
1929,positive,20/4/21,"My hairdresser has jumped on the Keurig bandwagon, which makes sense because different people have different tastes. This chai latte tasted exactly like a more pricey cup from a coffee shop. I was very impressed how quickly it was ready, the flavor, everything!!","['hairdresser', 'jumped', 'keurig', 'bandwagon', 'make', 'sense', 'different', 'people', 'different', 'taste', 'chai', 'latte', 'tasted', 'exactly', 'like', 'pricey', 'cup', 'coffee', 'shop', 'impressed', 'quickly', 'ready', 'flavor', 'everything']"
1930,positive,20/4/21,"I get bored with plain water - and I drink a lot every day.  I tried the Cherry Berry Flavrz because I wanted a drink mix that contained NO corn syrups or artificial sweetners.  This product fit the bill AND delivered a great tasting drink.  Low cal, too!  Try it!  It really is good.","['get', 'bored', 'plain', 'water', 'drink', 'lot', 'every', 'day', 'tried', 'cherry', 'berry', 'flavrz', 'wanted', 'drink', 'mix', 'contained', 'corn', 'syrup', 'artificial', 'sweetners', 'product', 'fit', 'bill', 'delivered', 'great', 'tasting', 'drink', 'low', 'cal', 'too', 'try', 'really', 'good']"
1931,positive,21/4/21,This doesn't have a weird sugar free taste.  It's the best and I always use it.,"['weird', 'sugar', 'free', 'taste', 'best', 'always', 'use']"
1932,positive,2/5/21,This item has a great taste. I use it in my tea for a touch of sweetness and the essence of vanilla. Great stuff!,"['item', 'great', 'taste', 'use', 'tea', 'touch', 'sweetness', 'essence', 'vanilla', 'great', 'stuff']"
1933,positive,25/5/21,"A coworker just brought these into the office--surprisingly good! Sweet and tangy with a good crunch, unlike dried pineapple but not too greasy. wow! Definitely check these out if you get a chance.","['coworker', 'brought', 'office--surprisingly', 'good', 'sweet', 'tangy', 'good', 'crunch', 'unlike', 'dried', 'pineapple', 'greasy', 'wow', 'definitely', 'check', 'get', 'chance']"
1934,positive,7/9/21,"Eatting allergen free can be a challenge and sometimes boxed items have a gross taste but these outback animals taste pretty good and pretty close to the real ones. These make a quick,easy & tastey snack.","['eatting', 'allergen', 'free', 'challenge', 'sometimes', 'boxed', 'item', 'gross', 'taste', 'outback', 'animal', 'taste', 'pretty', 'good', 'pretty', 'close', 'real', 'one', 'make', 'quick', 'easy', 'tastey', 'snack']"
1935,positive,25/5/21,"Dandy Blend has such a great taste [to me] that it is not necessary to buy any coffee when away from home, the packets work great.  I use a spoonful of sugar and a little non-dairy creamer that I also carry with me in my handbag.  I find I have the Dandy Blend mixture in the afternoon and it satisfies me.  I will continue to buy Dandy Blend.","['dandy', 'blend', 'great', 'taste', 'necessary', 'buy', 'coffee', 'away', 'home', 'packet', 'work', 'great', 'use', 'spoonful', 'sugar', 'little', 'non-dairy', 'creamer', 'also', 'carry', 'handbag', 'find', 'dandy', 'blend', 'mixture', 'afternoon', 'satisfies', 'continue', 'buy', 'dandy', 'blend']"
1936,positive,22/5/21,"As other reviews have said, this tastes pretty good. It's the best dried garlic I've tried. Mine came in the three-pack and I hope I use up the other two before they go stale.  My only complaint is that you can't unscrew the top -- you've got to use the built-in grinder or break off the top completely.","['review', 'said', 'taste', 'pretty', 'good', 'best', 'dried', 'garlic', 'tried', 'mine', 'came', 'three-pack', 'hope', 'use', 'two', 'stale', 'complaint', 'unscrew', 'top', 'got', 'use', 'built-in', 'grinder', 'break', 'top', 'completely']"
1937,positive,19/7/21,"This is a really good and easy recipe. You don't only get the spices, but you also get instructions on how to make this complex dish. I made it first with chicken and then I substituted it with tofu, both times rocked.<br />For the price it's a really good buy.","['really', 'good', 'easy', 'recipe', 'get', 'spice', 'also', 'get', 'instruction', 'make', 'complex', 'dish', 'made', 'first', 'chicken', 'substituted', 'tofu', 'time', 'rocked', 'for', 'price', 'really', 'good', 'buy']"
1938,negative,7/9/21,"This is an edit of my first review, where I said the price was a little high, but at that point I hadn't noticed that both my local Walmart and Target carry it for less than $9.<br /><br />So don't buy it here - though it's a great coffee. I use this coffee as a drip-grind coffee, not French-press or expresso where so many people love it. It's still 5 stars!<br /><br />This coffee is excellent: it's called a dark roast but it tastes more like a medium or medium-dark roast and doesn't have much bitter/burnt taste so common in such roasts. It's woody with a hint of a citrusy taste. It's a little creamy and earthy. There's a considerable complexity of tastes which reminds me of Eight O'Clock's Bocar Blend, but Bocar is not as bold - but it is around 2/3 the price.  Eight O'Clock's Columbian (my most-brewed in the AM coffee) is as bold with a little less complexity and a more woody taste, again at 2/3 the price. It most closely reminds me of Starbuck's Caffe Verona, which is a little more chocolately in taste and is usually around $8 for one about same sized bag at Amazon.","['edit', 'first', 'review', 'said', 'price', 'little', 'high', 'point', 'noticed', 'local', 'walmart', 'target', 'carry', 'buy', 'though', 'great', 'coffee', 'use', 'coffee', 'drip-grind', 'coffee', 'french-press', 'expresso', 'many', 'people', 'love', 'still', 'star', 'this', 'coffee', 'excellent', 'called', 'dark', 'roast', 'taste', 'like', 'medium', 'medium-dark', 'roast', 'much', 'bitter', 'burnt', 'taste', 'common', 'roast', 'woody', 'hint', 'citrusy', 'taste', 'little', 'creamy', 'earthy', ""there's"", 'considerable', 'complexity', 'taste', 'reminds', 'eight', ""o'clock's"", 'bocar', 'blend', 'bocar', 'bold', 'around', 'price', 'eight', ""o'clock's"", 'columbian', 'most-brewed', 'coffee', 'bold', 'little', 'complexity', 'woody', 'taste', 'price', 'closely', 'reminds', ""starbuck's"", 'caffe', 'verona', 'little', 'chocolately', 'taste', 'usually', 'around', 'one', 'sized', 'bag', 'amazon']"
1939,positive,25/8/21,"I have always made fresh coconut cake - filtering the coconut milk & grating the ""meat"" myself.<br />These cupcakes are as close as you can come to ones made from a fresh coconut.<br />As with most baked goods, if you let them sit a while (say at least 4-6) hours the flavor is<br />even more intense -- of course, they have lots of butter in them, so how can they NOT be good!","['always', 'made', 'fresh', 'coconut', 'cake', 'filtering', 'coconut', 'milk', 'grating', 'meat', 'myself', 'these', 'cupcake', 'close', 'come', 'one', 'made', 'fresh', 'coconut', 'baked', 'good', 'let', 'sit', 'say', 'least', 'hour', 'flavor', 'even', 'intense', 'course', 'lot', 'butter', 'them', 'good']"
1940,negative,6/9/21,I have been a licorice lover all my life and black licorice laces are my favorite type of licorice.  This product has been impossible to find where I live.  I have searched every store around but no store supplies black licorice laces.  After finding it on Amazon I ordered it immediately but I was very dissatisfied with the taste of Gustaf's licorice.  It didnt taste like the real black licorice but some artificial substitute and it was way too soft.  It didn't please me any more than the Twizzlers do.  It's just not a real licorice flavor.  I would never order Gustaf's licorice again.,"['licorice', 'lover', 'life', 'black', 'licorice', 'lace', 'favorite', 'type', 'licorice', 'product', 'impossible', 'find', 'live', 'searched', 'every', 'store', 'around', 'store', 'supply', 'black', 'licorice', 'lace', 'finding', 'amazon', 'ordered', 'immediately', 'dissatisfied', 'taste', ""gustaf's"", 'licorice', 'didnt', 'taste', 'like', 'real', 'black', 'licorice', 'artificial', 'substitute', 'way', 'soft', 'please', 'twizzlers', 'real', 'licorice', 'flavor', 'would', 'never', 'order', ""gustaf's"", 'licorice', 'again']"
1941,positive,25/5/21,"After reading about Yerba Mate in Eat This, Not That I had to try it.  It is a great tasting tea for any tea lover to add to their flavor selection.","['reading', 'yerba', 'mate', 'eat', 'this', 'try', 'great', 'tasting', 'tea', 'tea', 'lover', 'add', 'flavor', 'selection']"
1942,positive,7/9/21,"This juice tastes great, and even my picky two year old loves it. It is very sweet so its perfect for those moms like myself who like to limit sugar (even natural kind) intake and delute down juices with water.","['juice', 'taste', 'great', 'even', 'picky', 'two', 'year', 'old', 'love', 'sweet', 'perfect', 'mom', 'like', 'like', 'limit', 'sugar', 'even', 'natural', 'kind', 'intake', 'delute', 'juice', 'water']"
1943,positive,13/10/21,"I discovered this milk a year ago and I am now hooked on it.  I love the flavor; way better than regular milk.  Highly recommend it to all you milk lovers out there. I buy it by the case and drink it on a daily basis.  Thank you Amazon, for making it available in a 12-pack.","['discovered', 'milk', 'year', 'ago', 'hooked', 'love', 'flavor', 'way', 'better', 'regular', 'milk', 'highly', 'recommend', 'milk', 'lover', 'there', 'buy', 'case', 'drink', 'daily', 'basis', 'thank', 'amazon', 'making', 'available', 'pack']"
1944,positive,2/10/21,"I brought a box of these along on an overseas trip so that I could start the day with a reasonable cup of coffee before I left my hotel room. Very good for instant coffee. I purchased the Italian roast & will do so again. Not as good as my French press, but much more convenient when traveling.","['brought', 'box', 'along', 'overseas', 'trip', 'could', 'start', 'day', 'reasonable', 'cup', 'coffee', 'left', 'hotel', 'room', 'good', 'instant', 'coffee', 'purchased', 'italian', 'roast', 'again', 'good', 'french', 'press', 'much', 'convenient', 'traveling']"
1945,negative,23/9/21,"This is a poor excuse for coffee - even for instant coffee. I was looking forward to trying it after hearing good things on the web - unfortunately, I was disappointed. I tried this coffee using the specified instructions, and also tried using less water. The best I can say of it is that it is weak garbage. It is almost like drinking hot water - but with a foul taste that will leave you longing for a real cup of coffee. If you want fast coffee, allow me to suggest a <a href=""http://www.amazon.com/gp/product/B000AQSMPO"">Keurig B60 Special Edition Gourmet Single-Cup Home-Brewing System</a> instead.","['poor', 'excuse', 'coffee', 'even', 'instant', 'coffee', 'looking', 'forward', 'trying', 'hearing', 'good', 'thing', 'web', 'unfortunately', 'disappointed', 'tried', 'coffee', 'using', 'specified', 'instruction', 'also', 'tried', 'using', 'water', 'best', 'say', 'weak', 'garbage', 'almost', 'like', 'drinking', 'hot', 'water', 'foul', 'taste', 'leave', 'longing', 'real', 'cup', 'coffee', 'want', 'fast', 'coffee', 'allow', 'suggest', 'href', 'keurig', 'special', 'edition', 'gourmet', 'single-cup', 'home-brewing', 'system', '</a>', 'instead']"
1946,positive,26/6/21,it is hard to believe the instant coffee can have the same taste as brewed one.,"['hard', 'believe', 'instant', 'coffee', 'taste', 'brewed', 'one']"
1947,positive,25/5/21,For people who are Gluten sensitive this bread is a god send. It is easy to make with a bread maker and has a great taste.,"['people', 'gluten', 'sensitive', 'bread', 'god', 'send', 'easy', 'make', 'bread', 'maker', 'great', 'taste']"
1948,positive,7/9/21,"We are not gluten free but my MIL is.  I bought this to have on hand when she came out for a visit...  and then never got around to making it.  We just made it recently to use it up and get it out of here, expecting mediocrity at best...  but it was surprisingly tasty!  It had a bouncy, springy texture.  We ate the entire loaf at one meal (with bean soup, which I keep wishing my kids would like, but they won't...  so they ate a lot of bread...) so I can't attest to its keeping qualities, but fresh from the oven it was great.  It smelled AWFUL raw so I was skeptical, but smelled good baking and tasted great.  I think I will keep a bag or two around now just as a way to have easy fresh baked bread for dinner.  And maybe one of these days my kids will learn to like bean soup.  My husband did the actual mixing, as far as I know he followed the directions exactly.  I may try some of the tweaks suggested next time.  It does call for an odd amount of eggs, that would be the only complaint.","['gluten', 'free', 'mil', 'bought', 'hand', 'came', 'visit', '...', 'never', 'got', 'around', 'making', 'made', 'recently', 'use', 'get', 'here', 'expecting', 'mediocrity', 'best', '...', 'surprisingly', 'tasty', 'bouncy', 'springy', 'texture', 'ate', 'entire', 'loaf', 'one', 'meal', 'with', 'bean', 'soup', 'keep', 'wishing', 'kid', 'would', 'like', '...', 'ate', 'lot', 'bread', '...', 'attest', 'keeping', 'quality', 'fresh', 'oven', 'great', 'smelled', 'awful', 'raw', 'skeptical', 'smelled', 'good', 'baking', 'tasted', 'great', 'think', 'keep', 'bag', 'two', 'around', 'way', 'easy', 'fresh', 'baked', 'bread', 'dinner', 'maybe', 'one', 'day', 'kid', 'learn', 'like', 'bean', 'soup', 'husband', 'actual', 'mixing', 'far', 'know', 'followed', 'direction', 'exactly', 'may', 'try', 'tweak', 'suggested', 'next', 'time', 'call', 'odd', 'amount', 'egg', 'would', 'complaint']"
1949,positive,15/7/21,This product is easy to make and has a great taste.  I just wish it was gluten free.  A simple change in the soy sauce used would make it that way just like the General Tsao's Chicken by the same company.,"['product', 'easy', 'make', 'great', 'taste', 'wish', 'gluten', 'free', 'simple', 'change', 'soy', 'sauce', 'used', 'would', 'make', 'way', 'like', 'general', ""tsao's"", 'chicken', 'company']"
1950,positive,3/6/21,"I like flavored coffees - those where you can really taste the flavor it claims to have.  Well, this one does.  It is delicious and you feel like you are enjoying all the calories and good taste of a cinnamon roll in liquid form - only you can rejoice because you aren't getting the calories!!!  I will be buying this item lots more!","['like', 'flavored', 'coffee', 'really', 'taste', 'flavor', 'claim', 'have', 'well', 'one', 'doe', 'delicious', 'feel', 'like', 'enjoying', 'calorie', 'good', 'taste', 'cinnamon', 'roll', 'liquid', 'form', 'rejoice', 'getting', 'calorie', 'buying', 'item', 'lot', 'more']"
1951,positive,27/9/21,This is a smooth coffee with a good taste.  I don't like overly sweet flavored coffees and this one is perfect.  It has just the right flavor and it is not bitter at all.,"['smooth', 'coffee', 'good', 'taste', 'like', 'overly', 'sweet', 'flavored', 'coffee', 'one', 'perfect', 'right', 'flavor', 'bitter', 'all']"
1952,positive,19/6/21,"Great value, great taste.  Nothing like a cup of Caribou without having to leave home!  Would purchase this item again.","['great', 'value', 'great', 'taste', 'nothing', 'like', 'cup', 'caribou', 'without', 'leave', 'home', 'would', 'purchase', 'item', 'again']"
1953,positive,25/5/21,"Has a nice taste and consistency to it.  It is very slippery after its cooked, so it definately does not stick like regular pasta. Feels a little lighter in the stomach as well, not like a giant glue ball like regular pasta. Seems to be a nice healthy alternative.","['nice', 'taste', 'consistency', 'slippery', 'cooked', 'definately', 'stick', 'like', 'regular', 'pasta', 'feel', 'little', 'lighter', 'stomach', 'well', 'like', 'giant', 'glue', 'ball', 'like', 'regular', 'pasta', 'seems', 'nice', 'healthy', 'alternative']"
1954,positive,7/9/21,"I will start by saying that this is the first popcorn I've popped since I've had my machine, but this popcorn tastes great.  I seem to like it even more the next day!","['start', 'saying', 'first', 'popcorn', 'popped', 'since', 'machine', 'popcorn', 'taste', 'great', 'seem', 'like', 'even', 'next', 'day']"
1955,positive,3/8/21,"My husband and I love this coffee it has a nice smooth taste.<br /><br />Sets our morning off to a good start even though it is D-caf<br /><br />Delivery was fine, no problems at all.","['husband', 'love', 'coffee', 'nice', 'smooth', 'taste', 'set', 'morning', 'good', 'start', 'even', 'though', 'd-caf', 'delivery', 'fine', 'problem', 'all']"
1956,positive,5/9/21,"This is great tasting ketchup. I waited till I found one before introducing my kids ( ages 2 and 3) now I don't care what they eat ""red dip"" with. Hubby also said he liked it better than our regular ketchup.","['great', 'tasting', 'ketchup', 'waited', 'till', 'found', 'one', 'introducing', 'kid', 'age', 'care', 'eat', 'red', 'dip', 'with', 'hubby', 'also', 'said', 'liked', 'better', 'regular', 'ketchup']"
1957,positive,25/5/21,"For a chocolate chip cookie, this is a tasty product. But for a source of protein at the same calorie count as a candy bar, this cookie tastes ridiculously good.","['chocolate', 'chip', 'cookie', 'tasty', 'product', 'source', 'protein', 'calorie', 'count', 'candy', 'bar', 'cookie', 'taste', 'ridiculously', 'good']"
1958,positive,7/9/21,"I've been fan of celestial seasonings teas for some time and this is one of my favorites. Something strange happens in the packing because flavour differs a lot from one box to another: the one I'm tasting right now has a lot of cinnamon, while others have a better balance of ingredients. Eventhough they all are great teas and the 5 star rating suits them well.","['fan', 'celestial', 'seasoning', 'tea', 'time', 'one', 'favorite', 'something', 'strange', 'happens', 'packing', 'flavour', 'differs', 'lot', 'one', 'box', 'another', 'one', 'tasting', 'right', 'lot', 'cinnamon', 'others', 'better', 'balance', 'ingredient', 'eventhough', 'great', 'tea', 'star', 'rating', 'suit', 'well']"
1959,negative,11/9/21,"I got this tea thinking it would be a nice tea reminiscent of the kind of hot cider drink you might get from a coffee shop.  What I got was a rather unpleasant experience.  When I first opened the box at work, my co-workers said this tea smelled like the cinnamon chewing gum ""Big Red"".  When I got to the first sip I encountered the sweet flavor of the apples before I was quickly overwhelmed by the very bitter taste of cinnamon.  It felt like two siblings who were not on good terms with each other.  Face-scrunching ensued.  I will not be finishing this box.","['got', 'tea', 'thinking', 'would', 'nice', 'tea', 'reminiscent', 'kind', 'hot', 'cider', 'drink', 'might', 'get', 'coffee', 'shop', 'got', 'rather', 'unpleasant', 'experience', 'first', 'opened', 'box', 'work', 'co-worker', 'said', 'tea', 'smelled', 'like', 'cinnamon', 'chewing', 'gum', 'big', 'red', 'got', 'first', 'sip', 'encountered', 'sweet', 'flavor', 'apple', 'quickly', 'overwhelmed', 'bitter', 'taste', 'cinnamon', 'felt', 'like', 'two', 'sibling', 'good', 'term', 'other', 'face-scrunching', 'ensued', 'finishing', 'box']"
1960,positive,13/7/21,Love this cheese. I use 2-3 of these containers per year. Refrigerate once opened and it will last till the expiration date.,"['love', 'cheese', 'use', 'container', 'per', 'year', 'refrigerate', 'opened', 'last', 'till', 'expiration', 'date']"
1961,negative,22/7/21,This product was very tasteless and boring. I felt like I was eating packaging material..awful awful awful awful!!!!!! Very bland!!!,"['product', 'tasteless', 'boring', 'felt', 'like', 'eating', 'packaging', 'material', 'awful', 'awful', 'awful', 'awful', 'bland']"
1962,positive,22/6/21,"Our kids love them and I've been known to sneak a few here and there too.  All natural/organic ingredients, names you can pronounce and know what these are made out of, no hydrogentated oils or high fructose corn syrup.  It's nice to have the variety of flavours too.","['kid', 'love', 'known', 'sneak', 'too', 'natural', 'organic', 'ingredient', 'name', 'pronounce', 'know', 'made', 'hydrogentated', 'oil', 'high', 'fructose', 'corn', 'syrup', 'nice', 'variety', 'flavour', 'too']"
1963,positive,28/7/21,While it is a bit pricey. I enjoyed this water as a nice alternative to just plain water. I enjoyed the flavoring of the Watermelon. It made it easier to make sure that I am hydrated.,"['bit', 'pricey', 'enjoyed', 'water', 'nice', 'alternative', 'plain', 'water', 'enjoyed', 'flavoring', 'watermelon', 'made', 'easier', 'make', 'sure', 'hydrated']"
1964,positive,13/10/21,"A neat package, cheap, of very tasty, lichee flavored gummy candy. Each piece of candy packed on it's own guarantees the freshness. Yummy.","['neat', 'package', 'cheap', 'tasty', 'lichee', 'flavored', 'gummy', 'candy', 'piece', 'candy', 'packed', 'guarantee', 'freshness', 'yummy']"
1965,positive,19/2/21,"I like these sausages better than other products from this company.  Yes, they are a little expensive but worth it.  I'v tried them boiled, fried and grilled with excellent result -- highly recommended.  Check for specials for free shipping since it saves about 20% off the total price.","['like', 'sausage', 'better', 'product', 'company', 'yes', 'little', 'expensive', 'worth', ""i'v"", 'tried', 'boiled', 'fried', 'grilled', 'excellent', 'result', 'highly', 'recommended', 'check', 'special', 'free', 'shipping', 'since', 'save', 'total', 'price']"
1966,positive,14/12/20,I had a friend from Canada who always used to send these to me.  But unfortunately she moved and could no longer send them to me.  These taste just like the ones I used to get.  They are my candy bars!!,"['friend', 'canada', 'always', 'used', 'send', 'unfortunately', 'moved', 'could', 'longer', 'send', 'taste', 'like', 'one', 'used', 'get', 'candy', 'bar']"
1967,positive,14/12/20,It is really good and delicious! I would buy it again and recommend it. Really tasty. Thank you. Good product!,"['really', 'good', 'delicious', 'would', 'buy', 'recommend', 'really', 'tasty', 'thank', 'you', 'good', 'product']"
1968,positive,19/2/21,Special K bar is a quick fix to a sweet tooth without a lot of calories involved.,"['special', 'bar', 'quick', 'fix', 'sweet', 'tooth', 'without', 'lot', 'calorie', 'involved']"
1969,positive,10/1/21,This is my favorite tea of all brands and all flavors. I drink it cold with no sweeteners of any kind.<br />Of course everyone's preferences for food and drinks are different so well someone may say they dont like...,"['favorite', 'tea', 'brand', 'flavor', 'drink', 'cold', 'sweetener', 'kind', 'course', ""everyone's"", 'preference', 'food', 'drink', 'different', 'well', 'someone', 'may', 'say', 'dont', 'like', '...']"
1970,positive,26/3/21,I love this product. The taste is great and it is very easy to prepare. My family loves this product.,"['love', 'product', 'taste', 'great', 'easy', 'prepare', 'family', 'love', 'product']"
1971,negative,24/3/21,I opened my box hoping for a great snack-to-go and what a dissappointment! It tastes like the fat is rancid in these. I opened another box to see if maybe I got a bad box but they were just as awful. My dog won't even eat them.,"['opened', 'box', 'hoping', 'great', 'snack-to-go', 'dissappointment', 'taste', 'like', 'fat', 'rancid', 'these', 'opened', 'another', 'box', 'see', 'maybe', 'got', 'bad', 'box', 'awful', 'dog', 'even', 'eat', 'them']"
1972,positive,24/2/21,"This is the best rub I have ever used. My aunt turned me onto it and I wouldn't use anything else on my Prime Rib, Filet Minon or any beef. It's the bomb!","['best', 'rub', 'ever', 'used', 'aunt', 'turned', 'onto', 'use', 'anything', 'else', 'prime', 'rib', 'filet', 'minon', 'beef', 'bomb']"
1973,positive,19/2/21,I originally found this product in a specialty shop in Monterey and am so glad to have found it here! Great fresh garlic flavor. I love it on steaks but the wife likes it on fish. Actually no fat but you'd never know it. Very versatile.,"['originally', 'found', 'product', 'specialty', 'shop', 'monterey', 'glad', 'found', 'here', 'great', 'fresh', 'garlic', 'flavor', 'love', 'steak', 'wife', 'like', 'fish', 'actually', 'fat', 'never', 'know', 'versatile']"
1974,positive,14/12/20,Not the best rice ever but pretty good.  Have not seen it in any stores around my area so I would probably order this again.,"['best', 'rice', 'ever', 'pretty', 'good', 'seen', 'store', 'around', 'area', 'would', 'probably', 'order', 'again']"
1975,positive,19/10/21,"I was hoping to get a great price, on these with subscibe and save, but I'll wait until they do. I drink these all of the time but wait to buy them when it's $1 a bottle.","['hoping', 'get', 'great', 'price', 'subscibe', 'save', 'wait', 'drink', 'time', 'wait', 'buy', 'bottle']"
1976,positive,18/5/21,I bought these thinking they would be a handy emergency meal but found that they have a great taste.  I have tried adding a little hot sauce and a little Worcestershire sauce. Wow. Even better. The 8 oz cans are very convenient. I recommend these to anyone wanting something smaller than the usual 15-16 oz can.,"['bought', 'thinking', 'would', 'handy', 'emergency', 'meal', 'found', 'great', 'taste', 'tried', 'adding', 'little', 'hot', 'sauce', 'little', 'worcestershire', 'sauce', 'wow', 'even', 'better', 'can', 'convenient', 'recommend', 'anyone', 'wanting', 'something', 'smaller', 'usual', 'can']"
1977,positive,19/2/21,I purchased their Matcha Green Tea Powder Cafe Grade a while back and I fell in love with it. Their powder comes in this little cute reusable tin. The taste of the tea is smooth and not bitter.<br /><br />I make green tea milkshakes and it is the best that I have purchased. I highly recommend it.<br /><br />I wish they offer their cafe grade powder in a bigger can. I use to work in a cafe where we had green tea powder in foil bags and they didn't seal well and when we opened the bag we would be covered in green powder and it was such a waste. Plus I really like the tin and want it in a bigger size.,"['purchased', 'matcha', 'green', 'tea', 'powder', 'cafe', 'grade', 'back', 'fell', 'love', 'powder', 'come', 'little', 'cute', 'reusable', 'tin', 'taste', 'tea', 'smooth', 'bitter', 'make', 'green', 'tea', 'milkshake', 'best', 'purchased', 'highly', 'recommend', 'wish', 'offer', 'cafe', 'grade', 'powder', 'bigger', 'can', 'use', 'work', 'cafe', 'green', 'tea', 'powder', 'foil', 'bag', 'seal', 'well', 'opened', 'bag', 'would', 'covered', 'green', 'powder', 'waste', 'plus', 'really', 'like', 'tin', 'want', 'bigger', 'size']"
1978,positive,14/12/20,This is a great tasting pod- we drink it alone or make a double cup by brewing it with donut shop or vanilla to create a new flavor.,"['great', 'tasting', 'pod', 'drink', 'alone', 'make', 'double', 'cup', 'brewing', 'donut', 'shop', 'vanilla', 'create', 'new', 'flavor']"
1979,positive,1/6/21,Very tender meats. Sole is awesome! Good value. I order a lot of Omaha Steak products and have loved them all.,"['tender', 'meat', 'sole', 'awesome', 'good', 'value', 'order', 'lot', 'omaha', 'steak', 'product', 'loved', 'all']"
1980,positive,1/4/21,"Fantastic, juicy and tender!<br />Everything was great...is great (there is only the 2 of us) but next time I may even order with the desserts included.","['fantastic', 'juicy', 'tender', 'everything', 'great', '...', 'great', 'there', 'next', 'time', 'may', 'even', 'order', 'dessert', 'included']"
1981,positive,15/4/21,I don't usually like rice cakes but these have a nice taste and are very filling.  The only downside is that this pack comes with so many of them and it takes up a lot of space.,"['usually', 'like', 'rice', 'cake', 'nice', 'taste', 'filling', 'downside', 'pack', 'come', 'many', 'take', 'lot', 'space']"
1982,positive,19/5/21,"These sunflower seeds are larger than the standard sunflower seeds you can usually find in your local supermarket (usually the David's brand in my area) so there's more inner seed to eat.  There's also a lighter coating of salt from the brine wash on them, so while there's enough salt to make things tasty, your lips aren't going to go numb from all the salt quite as quickly as with the other brand.  The shells are easy to crack with your teeth, and they break cleanly; also the bags are filled with full-shelled seeds - there are very few broken ones.<br /><br />I devoured the first batch I ordered, and I'm now ordering a second batch.  If you like snacking on sunflower seeds, I think you'll like these.","['sunflower', 'seed', 'larger', 'standard', 'sunflower', 'seed', 'usually', 'find', 'local', 'supermarket', 'usually', ""david's"", 'brand', 'area', ""there's"", 'inner', 'seed', 'eat', ""there's"", 'also', 'lighter', 'coating', 'salt', 'brine', 'wash', 'them', ""there's"", 'enough', 'salt', 'make', 'thing', 'tasty', 'lip', 'going', 'numb', 'salt', 'quite', 'quickly', 'brand', 'shell', 'easy', 'crack', 'teeth', 'break', 'cleanly', 'also', 'bag', 'filled', 'full-shelled', 'seed', 'broken', 'one', 'devoured', 'first', 'batch', 'ordered', 'ordering', 'second', 'batch', 'like', 'snacking', 'sunflower', 'seed', 'think', 'like', 'these']"
1983,positive,19/2/21,"Not much you can say about water.  I love sparkling water, and the addition of some natural lime flavor is great.  Love this and go through about 2 cases a month.","['much', 'say', 'water', 'love', 'sparkling', 'water', 'addition', 'natural', 'lime', 'flavor', 'great', 'love', 'case', 'month']"
1984,positive,14/12/20,"Okay, so it doesn't taste exactly like pumpkin.  It does sort of have a pumpkin essence, however.  Maybe it just sort of smells pumpkin-y.  Either way, the tea is delicious.  My co-workers tease me about how many cups a day of it that I drink.  Personally, I like it with a packet of <a href=""http://www.amazon.com/gp/product/B0025UC2DQ"">Truvia,Natura's Calorie-Free Sweetener  1  Ounce Packages (Pack of 400)</a> or <a href=""http://www.amazon.com/gp/product/B0019LWUJI"">NuNaturals Nustevia Nocarbs Blend, 50 Packets</a>.<br /><br />As far as the comment another reviewer made about the black tea tasting like Lipton's, maybe that makes it more authentic.  It is said that chai tea was first created in India to make undrinkable tea bearable.","['okay', 'taste', 'exactly', 'like', 'pumpkin', 'sort', 'pumpkin', 'essence', 'however', 'maybe', 'sort', 'smell', 'pumpkin-y', 'either', 'way', 'tea', 'delicious', 'co-worker', 'tease', 'many', 'cup', 'day', 'drink', 'personally', 'like', 'packet', 'href', 'truvia', ""natura's"", 'calorie-free', 'sweetener', 'ounce', 'package', 'pack', '</a>', 'href', 'nunaturals', 'nustevia', 'nocarbs', 'blend', 'packet', '</a>', 'far', 'comment', 'another', 'reviewer', 'made', 'black', 'tea', 'tasting', 'like', ""lipton's"", 'maybe', 'make', 'authentic', 'said', 'chai', 'tea', 'first', 'created', 'india', 'make', 'undrinkable', 'tea', 'bearable']"
1985,positive,28/7/21,The taste is very good! Oat bran is much more creamy than one-minute quick oat (it just doesn't tastes like oat...). A perfect food for somebody on diet. Just one single tablespoon of oat bran would make you feel very full.,"['taste', 'good', 'oat', 'bran', 'much', 'creamy', 'one-minute', 'quick', 'oat', 'taste', 'like', 'oat', '...', 'perfect', 'food', 'somebody', 'diet', 'one', 'single', 'tablespoon', 'oat', 'bran', 'would', 'make', 'feel', 'full']"
1986,positive,29/6/21,Newman's Own Special Blend Extra Bold is a great tasting coffee for any time of day.  It's flavor stands out even with cream.  I like strong bold coffee and this is my favorite every day general use coffee.,"[""newman's"", 'special', 'blend', 'extra', 'bold', 'great', 'tasting', 'coffee', 'time', 'day', 'flavor', 'stand', 'even', 'cream', 'like', 'strong', 'bold', 'coffee', 'favorite', 'every', 'day', 'general', 'use', 'coffee']"
