,Sentiment,Time,cleaned,Text
3214,positive,18/5/21,"['light', 'not', 'real', 'candy', 'keep', 'stave', 'flavor', 'like', 'afternoon', 'sweetness', 'use', 'bag', 'wonderful', 'great', 'chocolate', 'hard', 'consistency']","these are wonderful! they have a great, light sweetness and real chocolate flavor. their consistency is that of hard candy (not like a melty chocolate), just what i wanted. i keep them in my bag and use them to stave off afternoon munchies. great for diabetics and hypoglycemics."
3215,positive,19/2/21,"['especially', 'also', 'two', 'food', 'easily', 'tiny', 'bit', 'easy', 'love', 'feel', 'spicy', 'usually', 'microwave', 'people', 'heat', 'cook', 'good', 'know', 'can', 'take', 'get', 'way', 'amaze', 'package', 'taste', 'prepare', 'great', 'handle', 'rice', 'like', 'quickly']","i love indian food, and this is a great way to get great-tasting indian food quickly and easily. the aloo palak tastes amazing, and it is so easy to prepare, especially when i don't feel like cooking - just take the package out and heat it in the microwave. the pouches are usually good for two people, and taste great with rice. also, the aloo palak is a tiny bit spicy, which i love but know some people can't handle."
3216,positive,14/12/20,"['friend', 'buy', 'person', 'bypass', 'come', 'recently', 'girl', 'product', 'surprisingly', 'picky', 'go', 'food', 'gastric', 'pretty', 'like', 'everyday']",i bought this for my girl friend that recently went through gastric bypass and she's a pretty picky person when it comes to food and surprisingly she loves the product and drinks like 2 shakes everyday!
3217,negative,1/6/21,"['careful', 'season', 'organic', 'get', 'item', 'grocery', 'taste', 'plain', 'ordered', 'these', 'potato', 'order', 'like']","when i ordered, i did not realized this item was seasoned. it is & i don't like the taste. i wanted plain organic mashed potatoes. i got 6 boxes of these. be careful what you order in grocery."
3218,positive,1/4/21,"['thank', 'bulk', 'high', 'product', 'pack', 'fat', 'taste', 'low']",you have created a product which is low in fat and calories and high in taste.  thank you for the bulk pack.
3219,positive,15/4/21,"['promise', 'tasty', 'be', 'definitely', 'peanut', 'alternative', 'hugely', 'positive', 'amaze', 'again', 'butter', 'base', 'good', 'regular']",i purchased this based on the hugely positive reviews and for the promise of having a tasty alternative to regular peanut butter.  i was amazed at how good it was!  definitely buying this again.
3220,positive,19/5/21,"['tasty', 'also', 'peanut', 'fat', 'flavor', 'come', 'sort', 'bought', 'drinking', 'butter', 'liquid', 'think', 'too', 'diet', 'make', 'excellent', 'low', 'would', 'water', 'good', 'product', 'baked', 'that', 'try', 'add', 'great', 'chocolate', 'medically']","i bought this product because i am on a medically supervised liquid diet. this product was recommended for adding low-calorie, low fat flavor to the shakes i am drinking. it is very tasty and adds great flavor. i have heard that you can add water and make a sort of peanut butter, but i have not tried that. i think it would also be excellent in baked goods too. this product also comes in a chocolate flavor, which is very good also."
3221,positive,19/2/21,"['also', 'flavor', 'fill', 'noticeably', 'food', 'always', 'end', 'eat', 'recommend', 'satisfy', 'different', 'spicy', 'lots', 'lunch', 'amount', 'probably', 'say', 'good', 'husband', 'enough', 'big', 'needless', 'fan', 'bowl', 'fine', 'connoisseur', 'that']","i am kinda a noodle-bowl connoisseur. i've eaten lots of different ones at lunch over the years. the flavor of these bowls are noticeably better than other brands. needless to say i am a big fan. the bowls have enough food to fill me up fine, but probably won't satisfy my husband. also its not very spicy. i always end up adding a good amount of sriracha. but that's just me. i recommend."
3222,negative,14/12/20,"['strong', 'pleasant', 'one', 'powder', 'product', 'local', 'grocery', 'aftertaste', 'try', 'milk', 'order']","strong aftertaste, and not a pleasant one.  will try other powdered milk product. did not order online, purchased from local grocery."
3223,positive,28/7/21,"['nice', 'bitter', 'flavor', 'brand', 'son', 'state', 'let', 'buy', 'actually', 'drink', 'enjoy', 'tasted', 'travel', 'about', 'sweet', 'good', 'say', 'almost', 'without', 'taste', 'first']","first let me state that i do not enjoy drinking soymilk.  i buy this for my son for traveling and out and about.  that being said, when i tasted this brand, it was actually good!  it has a nice sweet vanilla-y flavor without the almost bitter taste that most soymilk has."
3224,positive,29/6/21,"['excellent', 'unable', 'cream', 'also', 'alcohol', 'ice', 'flavor', 'wonderful', 'walnut', 'simple', 'locate', 'try', 'vanilla', 'water', 'black', 'that', 'bourbon', 'wait']","this black walnut has excellent flavor.  my ice cream was wonderful. i was unable to locate this in any stores.  i also purchased the bourbon vanilla.  waiting to try that.  the ingredients were simple... water, alcohol, black walnut."
3225,positive,15/10/21,"['perfect', 'fell', 'ranch', 'supermarket', 'pleasant', 'however', 'eat', 'gluten', 'enjoy', 'think', 'love', 'exclusively', 'cool', 'area', 'away', 'right', 'chip', 'blend', 'free', 'taste', 'first']","i first purchased these at an area supermarket and fell in love with them right away.  very pleasant taste and perfect blend of spices.  if you enjoy cool ranch doritos, then i think you'll enjoy these chips.  i do not eat gluten free foods exclusively, however, these are the only chips i eat."
3226,positive,20/7/21,"['spice', 'fantastic', 'market', 'crispness', 'amount', 'right', 'chip', 'probably', 'favorite']","these chips are fantastic, they have just the right amount of spice and crispness.  these are probably my favorite chip on the market."
3227,positive,12/10/21,"['herbal', 'box', 'protocol', 'maker', 'item', 'actually', 'recommend', 'morning', 'fast', 'use', 'coffee', 'would', 'smooth', 'side', 'wonderful', 'half', 'good', 'effect', 'almost', 'one', 'brew', 'repurchase', 'shipping', 'drank']",i use this as one of my herbal teas on the hcg protocol.  it's smooth and tastes good.  no noticable side effects.  would recommend.  i'v drank almost half the box now and i actually brew it in my coffee maker in the mornings.  wonderful. will repurchase.  shipping fast and item as described
3228,positive,19/2/21,"['make', 'husband', 'can', 'cheesecake', 'pie', 'eat', 'gluten', 'another', 'crust', 'great', 'wait', 'graham', 'cracker']","this is great for graham cracker crust.  i made a cheesecake, and my gluten eating husband raved about it!  can't wait to make another pie with it."
3229,positive,14/12/20,"['incredible', 'dress', 'marinate', 'sugar', 'decide', 'hold', 'whim', 'really', 'salmon', 'love', 'use', 'tuna', 'salad', 'balsamic', 'much', 'vinegar', 'say', 'this', 'give', 'hope', 'calorie', 'free', 'guilt', 'try']","on a whim because i was out of salad dressing i decided to give this a try.  being calorie free and sugar free i didn't hold much hope for this.  but i can say that it is incredible!!  i use it in tuna, on salads, salmon, and as a marinate with some balsamic vinegar. i love to really ""dress"" my salads, so now i can do it guilt free!"
3230,positive,2/7/21,"['bit', 'deep', 'tea', 'taste', 'great', 'love', 'use', 'hair']",a bit pricey but has a great taste. love it in my tea and i use it in my deep conditioners for my hair.
3231,positive,11/3/21,"['breakfast', 'support', 'family', 'day', 'flora', 'find', 'tell', 'decide', 'end', 'food', 'tablespoon', 'speculation', 'store', 'local', 'delicious', 'bit', 'grainy', 'start', 'teaspoon', 'year', 'hour', 'morning', 'love', 'bee', 'use', 'nutritious', 'honey', 'ago', 'texture', 'area', 'disappoint', 'sweet', 'regular', 'pollen', 'give', 'definitely', 'one', 'produce', 'mix', 'raw', 'taste', 'replace', 'try', 'health', 'that', 'difference', 'like']","i decided to try raw honey about a year ago and was a bit overwhelmed with all the choices. i ended up at my local health food store and found stakich raw honey. it is produced about an hour from me, so given the speculation that raw honey from flora in your area helps with allergies, and liking to support local businesses, i decided to give it a try. i love it. the taste is delicious and sweet. i've used it to replace all of our 'regular' honey uses, and no one in my family can tell the difference. the texture is definitely more grainy than processed honey, but that's to be expected. i mix a tablespoon of stakich raw honey and a teaspoon of stakich bee pollen into my greek yogurt each morning and start my day with a nutritious and delicious breakfast. try it, you won't be disappointed!"
3232,positive,10/4/21,"['many', 'bake', 'thank', 'wheat', 'flavor', 'order', 'god', 'live', 'stock', 'chile', 'greasy', 'all', 'chip', 'lime', 'much', 'regular', 'amazing']",these chips have so much chile lime flavor it's amazing. baked wheat does not have as many calories as regular chips and not greasy at all. i live in hawaii and the stores do not stock them here so i have to order from amazon... thank god for amazon.
3233,positive,22/7/19,"['course', 'remember', 'tasty', 'candy', 'flavor', 'they', 'eaten', 'last', 'licorice', 'plus', 'grow', 'stop', 'eat', 'kind', 'remind', 'red', 'different', 'why', 'pomegranate', 'week', 'right', 'much', 'say', 'can', 'get', 'since', 'try', 'occasion', 'these', 'swear']","i grew up eating red vines and i liked them very much, but it's been ages and ages since i've eaten licorice. i don't why, i do eat candy on occasion, but licorice i just stopped eating, until last week when i tried these. they do kind of remind me of red vines. the flavor is different, of course, then i remember. these are pomegranate flavored, but it's been ages and ages plus years since i've eaten a pomegranate, so i can't swear that they've gotten the flavor right, but that being said, these are very tasty."
3234,positive,2/2/20,"['acid', 'day', 'market', 'flavor', 'find', 'sugar', 'root', 'own', 'vegetable', 'licorice', 'concentrate', 'popular', 'tapioca', 'which', 'elderberry', 'natural', 'make', 'juice', 'impossible', 'plastic', 'sunflower', 'extract', 'much', 'almost', 'without', 'syrup', 'organic', 'wheat', 'flour', 'oil', 'citric', 'taste', 'glycerin', 'type', 'corn', 'like']","these naturally-flavored twists are healthier and tastier than the more popular type out there on the market (which taste like plastic)<br /><br />i was hoping not to find corn syrup in these twists, but these days it is almost impossible to find man-made snacks without it.<br /><br />ingredients:  organic wheat flour, organic sugar, corn syrup, organic tapioca syrup, vegetable glycerin, sunflower oil, elderberry extract, citric acid, natural flavor, pomegranite juice concentrate, licorice root extract.<br /><br />made in mexico. (so much for being ""newman's own"")"
3235,positive,2/2/20,"['nice', 'color', 'also', 'flavor', 'do', 'answer', 'always', 'own', 'really', 'licorice', 'purchase', 'berry', 'great', 'pomegranate', 'suppose', 'go', 'but', 'charity', 'know', 'towards', 'tongue', 'can', 'taste', 'that', 'turn', 'look', 'like']","i really like this licorice.<br /><br />it has a great flavor.<br /><br />does it taste like pomegranate?<br /><br />i don't really know what a pomegranate is supposed to taste like, so can't really answer if that's the flavor i'm tasting.<br /><br />but if you're looking for a licorice with a nice berry flavor that doesn't turn your tongue colors, this is it.<br /><br />i also like that it's from newman's own.  i always purchase their products as i know it's going towards charity."
3236,positive,31/8/19,"['never', 'with', 'pleasant', 'one', 'them', 'taste', 'similar', 'nothing', 'overall', 'really', 'try', 'future', 'happy', 'think', 'sweet', 'compare', 'maybe']","i have never tried the similar candies before so maybe i have nothing to compare these with, but i really enjoyed them. it is not too sweet and just has a pleasant taste overall.<br /><br />i think i will be buying these candies for myself in the future. i tried newman's own other products and i am happy that this one has not dissappointed me."
3237,positive,22/7/19,"['licorice', 'fresh', 'more', 'winner', 'taste', 'want', 'original', 'best', 'leave', 'love']",this licorice is addictive!  the taste is original and fresh.  what i love the best is the after taste-it leaves you wanting more!<br /><br />a winner!
3238,positive,12/1/20,"['nice', 'flavor', 'short', 'sugar', 'end', 'all', 'residue', 'reasonably', 'ate', 'eat', 'thing', 'pomegranate', 'scent', 'right', 'notice', 'leave', 'good', 'super', 'well', 'overly', 'raw', 'fan', 'soft', 'like', 'also', 'sugary', 'cannot', 'really', 'licorice', 'open', 'manageable', 'price', 'think', 'generally', 'share', 'track', 'texture', 'pom', 'forward', 'sweet', 'aspect', 'subtle', 'one', 'highly', 'chewy', 'gelatin', 'package', 'try', 'treat', 'first', 'great', 'color', 'rich', 'long', 'already', 'record', 'organization', 'recommend', 'bat', 'charitable', 'favorite', 'sticky', 'juice', 'smell', 'line', 'fruit', 'stick', 'towards', 'chew', 'perhaps', 'immediately', 'taste', 'wise', 'look', 'family', 'strong', 'instead', 'high', 'red', 'quality', 'when', 'obnoxiously', 'many', 'next']","i am already a fan of newman's own organics line of products.  i think they are generally high quality, reasonably priced and have a great track record as a charitable organization.  so, i was really looking forward to trying out the pomegranate licorice.<br /><br />when you first open the package, you can immediately smell the sweet sugary fruit scent of pomegranate.  the next thing you notice is the rich red, well pomegranate, color.  one thing i liked right off the bat is that the licorice sticks are not super long like a twizzler.  they are shorter and more manageable to eat.  they are a also not overly sticky and do not leave a sticky residue on your fingers.<br /><br />taste wise, they are great.  perhaps my favorite aspect of this licorice is that they are not super sweet.  while they have a strong sugary smell, they are not obnoxiously sweet like twizzlers.  the licorice has a nice chewy texture and trends towards soft.  the pomegranate taste is subtle.  at first you cannot taste it at all, instead tasting the sugar and gelatin flavors.  as you chew the pomegranate taste grows and by the end has a nice strong flavor.  the pomegranate flavor is also very good.  i haven't ate too many raw pomegranates but i do like the pom juice products.  this licorice compares well against the pom juice products.<br /><br />so, as a nice treat to share with the family, i highly recommend."
3239,positive,19/2/20,"['course', 'work', 'finally', 'candy', 'still', 'something', 'flavor', 'fix', 'able', 'hard', 'bit', 'licorice', 'risk', 'easy', 'least', 'dental', 'guilty', 'year', 'natural', 'read', 'feel', 'somehow', 'pomegranate', 'put', 'want', 'need', 'would', 'disappoint', 'harder', 'sweet', 'good', 'wait', 'almost', 'capture', 'without', 'product', 'get', 'overly', 'chewy', 'try', 'know', 'like', 'option']","i'd been reading about this product in magazines for almost a year, and couldn't wait to try it. i finally got to and it did not disappoint. pomegranate is not an easy flavor to capture and somehow they were able to. i have tried all the newman's own organics licorices and this was the hardest in terms of chewing, but it was not overly hard. i have had some that i know would put any dental work at risk, and this is a good option if you like slighly harder licorice but still want something that is chewy. not too sweet, but good if you need a candy fix. and of course, it's got all natural ingredients, so you can get your candy fix as i have been doing without feeling in the least bit guilty!"
3240,positive,27/11/19,"['and', 'licorice', 'bad', 'organic', 'percent', 'artificial', 'pomegranate', 'flavor', 'lot', 'surprisingly', 'go', 'different', 'change', 'good', 'use', 'consistency']","newman's own organics licorice twists have a lot of things going for them - 70 percent organic, with no artificial ingredients.  the pomegranate flavor was surprisingly good and, while it had a different consistency from the twizzlers i'm used to, it wasn't a bad change.  recommended."
3241,positive,12/12/19,"['course', 'you', 'tasty', 'licorice', 'whether', 'quality', 'do', 'taste', 'stretch', 'good', 'like', 'well']","well, ""licorice"" is a stretch, but this is like most of the newman products -- tasty and good quality. whether you like the taste is, of course up to you, but i did."
3242,positive,26/9/20,"['licorice', 'flavor', 'little', 'would', 'thing', 'good']",this licorice has a very good flavor! the only thing i would have liked is it were a little softer.
3243,positive,22/7/19,"['special', 'nice', 'family', 'work', 'prefer', 'still', 'candy', 'sugary', 'bill', 'licorice', 'buy', 'use', 'pomegranate', 'would', 'sweet', 'syrup', 'organic', 'package', 'treat', 'corn', 'yet', 'look', 'entire']",we enjoyed our package of pomegranate licorice.  i prefer to buy organic and this fits the bill.  it's not too sweet but yet still is candy.  the entire family enjoyed it and it was a nice special treat.  if you are looking for a nice treat that is not too sweet and sugary this works.  i would prefer that they didn't use corn syrup but it is candy.
3244,positive,2/2/20,"['delight', 'honey', 'husband', 'quick', 'real', 'find', 'shipping', 'care', 'none', 'price', 'brother', 'wait', 'blossom', 'orange']",my husband loves his florida orange blossom honey. he was delighted when i found it through amazon. now he does not have to wait for  care packages from his brother who lives in orlando.<br /><br />pros:<br />real florida orange blossom honey<br />price<br />quick shipping<br /><br />cons: none
3245,positive,23/5/20,"['shop', 'work', 'steep', 'mixed', 'rather', 'price', 'gift', 'all', 'virtually', 'champagne', 'wine', 'local', 'well']","this can be mixed with virtually any wine. i've had it mixed with champagne, riesling, and moscato, and it works well with them all. the price is rather steep, as i paid $7-$8 at a local gift shop."
3246,positive,22/11/20,"['tasty', 'even', 'alternative', 'flavor', 'bit', 'hazelnut', 'drink', 'far', 'too', 'think', 'horrible', 'love', 'mocha', 'coffee', 'tried', 'tasted', 'though', 'good', 'you', 'taste', 'quit', 'great']",i have to quit drinking coffee as i have horrible caffiene reactions. i love the taste of coffee though. i've tried hazelnut and mocha so far and both are tasty. hazelnut has a bit stronger flavor but mocha is good too. even my kids liked it when they tasted it. i think its a great alternative and better for you.
3247,positive,30/3/20,"['make', 'blend', 'top', 'whipped', 'cream', 'also', 'ice', 'get', 'put', 'style', 'frap', 'drink', 'stuff', 'milk', 'love', 'almond', 'amazing']","i love this stuff.  you can make it with milk or almond milk and put some whipped cream on top, it's amazing.  you can also blend it with ice to get a frap style drink."
3248,positive,8/7/20,"['seat', 'especially', 'great', 'size', 'taste', 'texture', 'perfect', 'consider', 'finish']","great taste and texture, especially considering it's sugar-free. 1oz is a perfect size to have it finished in on seating."
3249,positive,4/1/20,"['never', 'flavor', 'rich', 'find', 'switch', 'ship', 'settle', 'plus', 'read', 'run', 'different', 'celestial', 'tea', 'ago', 'several', 'regular', 'many', 'auto', 'green', 'health', 'try']","i switched to green tea several years ago after reading about the health benefits of green tea vs. regular brewed tea.  after trying many different brands, i settled on celestial seasonings green tea because of its rich tea flavor.  finding it on amazon was a plus, i now have it on auto ship and never run out of tea."
3250,positive,30/1/21,"['many', 'say', 'else', 'since', 'texture', 'good', 'fine', 'hold', 'away', 'right', 'too', 'son', 'different', 'look']",my son gobbled this down right away.  i was looking for different flavors since they only hold so many in the stores.  texture is fine.  what else can i say?  tastes good to me too!
3251,positive,2/11/20,"['honey', 'product', 'taste', 'sugar', 'great', 'like']",this is a great tasting product. it doesn't have any sugar. it flows just like honey!
3252,positive,17/10/20,"['affect', 'expensive', 'overly', 'flavor', 'rich', 'lot', 'slightly', 'sure', 'pepper', 'shipping', 'acidic', 'heat', 'fast', 'moist', 'consistency']","these pepper flakes have a rich, slightly acidic flavor and not a lot of heat.  they have a slightly moist consistency -- not sure if that will affect shelf-life.  shipping was fast, but overly expensive."
3253,positive,22/7/19,"['prince', 'oil', 'taste', 'crown', 'olive', 'best']",these are the best tasting of the crown prince offerings for sardines in olive oil.
3254,positive,2/2/20,"['cant', 'flavor', 'find', 'here', 'around', 'topper', 'plus', 'happy', 'crush', 'crumb', 'love', 'use', 'them', 'salad', 'well', 'many', 'top', 'add', 'rice']","i love them, and cant find them in stores around here.  so was happy to find them on amazon. better than just a salad topper! i crush them and add the to rice for flavor. plus use them as a crumb topping on many dishes."
3255,positive,4/10/20,"['one', 'flavor', 'minty', 'problem', 'sugar', 'mint', 'carry', 'local']","this mint is very minty.  it has a stronger mint flavor than the one with sugar.  only problem, it isn't carried by my local stores."
3256,positive,1/4/20,"['bake', 'especially', 'barbecue', 'pot', 'mixed', 'mix', 'well', 'passable', 'go', 'would', 'assert', 'much', 'sauce', 'molasses']","the molasses dominates the mix, and the chipotle doesn't assert itself as much as i would have liked, but all in all it is a passable barbecue sauce.  it goes especially well mixed into a pot of baked beans."
3257,positive,8/5/20,"['together', 'compost', 'green', 'tea', 'flavor', 'jasmine', 'meant', 'price', 'right', 'wonderful', 'dont', 'pit', 'love', 'use', 'throw']",this tea has a wonderful flavor!! the price is right. and i love that they dont use staples on the bags. i can just throw the used ones right into the compost pit. jasmine and green tea were meant to be together.
3258,positive,18/6/20,"['bake', 'peanut', 'find', 'all', 'local', 'everyday', 'consistency', 'bought', 'store', 'might', 'bottle', 'cream', 'however', 'ice', 'problem', 'actually', 'butter', 'list', 'price', 'love', 'retailer', 'use', 'per', 'make', 'currently', 'time', 'want', 'now', 'suggest', 'pantry', 'though', 'date', 'good', 'you', 'frozen', 'strawberry', 'pancake', 'syrup', 'thinner', 'taste', 'try', 'vanilla', 'four', 'aware', 'some', 'great', 'like']","i actually have tried four flavors (to date) of the di vinci syrups.  i like them all.  i use them in baking (you can find some recipes on the internet for using these syrups in things like muffins, etc).  be aware that these syrups are made with splenda.  we love splenda - use it everyday, so we're ok with it.  (some folks have a problem with it, though).  currently, in my pantry, i have strawberry (i suggest using this over some low-fat frozen yogurt or ice cream!) vanilla, peanut butter and pancake syrup.  all four taste great!  the consistency of the pancake syrup is thinner than you might want, however.  i bought it because my local store did not have syrup made with splenda at the time.  (now they do, though).  the price listed here is good.  i've paid $17 per bottle at an online retailer!!"
3259,negative,20/8/20,"['unable', 'neither', 'torture', 'anyone', 'prefer', 'also', 'strong', 'expiration', 'flavor', 'picky', 'thought', 'brand', 'seller', 'disappointed', 'disgust', 'caramel', 'sort', 'finish', 'store', 'theirs', 'buy', 'however', 'problem', 'drink', 'enjoy', 'recommend', 'think', 'myself', 'different', 'suppose', 'time', 'coffee', 'go', 'would', 'equivalent', 'date', 'say', 'chemical', 'consumer', 'well', 'drinker', 'definitely', 'product', 'sip', 'taste', 'cup', 'try', 'first', 'great', 'like', 'entire']","first, i would like to say that i purchased this product from the store, not from this seller. also that there was not a problem with the expiration date of the coffee.<br /><br />i am not a picky coffee drinker. i like all kinds, but i prefer stronger brews. i like flavored coffee as well, but only when it tastes like what it is suppose to. i don't think anyone wants to drink chemical flavored coffee.<br /><br /> when i bought this product i thought it was going to be great, i am a consumer of folgers and have tried different flavors of theirs, however this was the first k-cup brand i bought from them and was very disappointed.  the coffee is definitely flavored and does taste like caramel, but after each sip there is an after taste of some sort of chemical.  the after taste is so strong and disgusting that you can neither enjoy the flavor of the coffee nor the caramel. for the first time was unable to finish my cup of coffee. to drink the entire cup would have been the equivalent of torturing myself.<br /><br />i would not recommend anyone buy this product."
3260,positive,1/6/21,"['too', 'stop', 'cayman', 'fell', 'cake', 'gift', 'rum', 'great', 'love']",i stopped in the cayman islands and fell in love with this rum cake. it makes a great gift too.
3261,positive,4/7/21,"['enough', 'tasty', 'however', 'taste', 'true', 'perfect', 'rum', 'sweet', 'moist']",tasty moist not too sweet just perfect. it its true rumcake. the taste of rum is minimul however it is there just enough.
3262,positive,5/2/20,"['herbal', 'throat', 'might', 'ache', 'tea', 'them', 'recently', 'go', 'right', 'soothe', 'good', 'many', 'glad', 'one', 'discover', 'place', 'taste', 'bed', 'miss', 'thirsty', 'sick']","i'm french and moved to usa in 2000. i miss many of the good foods i have in france. the ricola herbal tea is one of them. i'm glad to discover recently that amazon sells it. it might be the only place in usa that sells it.<br />it is calming, soothing and taste good.<br />it is good when you are thirsty right before going to bed, when you are sick and when you have a throat ache."
3263,positive,22/7/19,"['especially', 'instead', 'even', 'come', 'hook', 'sugar', 'sure', 'box', 'cannot', 'sweetener', 'really', 'store', 'might', 'however', 'prime', 'addition', 'information', 'large', 'care', 'hotel', 'recommend', 'comment', 'casual', 'think', 'generally', 'usually', 'artificial', 'coffee', 'relate', 'available', 'see', 'much', 'good', 'this', 'sample', 'well', 'plenty', 'definitely', 'drinker', 'get', 'highly', 'grocery', 'that', 'healthy', 'try', 'health', 'great']","i don't generally care too much for the healthy alternatives, especially when it comes to coffee. however, after trying truvia at a hotel, i am now hooked. i usually get it at the grocery store, but it is good to see that it is available on amazon, and now that i have prime, i might just be getting it online instead.<br /><br />this sweetener tastes really good, and in addition to coffee, i have had it with desserts and it tastes great. i think it even tastes better than sugar, and definitely tastes better than splenda.<br /><br />i cannot comment as to the health aspects related to artificial sweeteners, but i'm sure that there is plenty of information available on the internet related to that.<br /><br />as a casual coffee drinker, i highly recommend truvia! - however, definitely try out a sample before purchasing such a large box!"
3264,positive,2/2/20,"['also', 'they', 'economical', 'find', 'hint', 'box', 'last', 'purchase', 'beer', 'couple', 'go', 'saltiness', 'chip', 'fantastic', 'bulk', 'get', 'try', 'bowl', 'rather', 'great']",these are fantastic! i've gone through about 20 bags in the last couple months.  try putting out a bowl of these rather than pretzels or chips.  they've got a hint of saltiness to them so they go great with beer.  the bulk box of 15 bags is also the most economical purchase i've found.
3265,positive,22/11/20,"['definitely', 'buy', 'product', 'again', 'expect', 'ordered', 'value', 'know', 'good', 'pleasantly']",didn't know what to expect when i ordered this product.  but was pleasantly surprised about how good it is and the value.  definitely will buy again.
3266,positive,1/3/20,"['finally', 'candy', 'find', 'bag', 'office', 'end', 'throw', 'delicious', 'bit', 'steep', 'lot', 'whole', 'jolly', 'popular', 'think', 'undesired', 'grape', 'away', 'jar', 'ahead', 'rather', 'thieve', 'cherry']","finally i found a whole bag of only grape jolly ranchers!  they are delicious and have been rather popular in my candy jar in my office (lots of thieving coworkers). $36 for 160 or these and 160 cherry was a bit steep, but i think i'm ahead in the end for not throwing away all the undesired flavors in the multi-flavor bags."
3267,positive,23/11/20,"['almost', 'bought', 'husband', 'licorice', 'highly', 'impossible', 'find', 'sugarless', 'these', 'recommend', 'black', 'shipping', 'fast']","i bought these for my husband. it's almost impossible to find sugarless black licorice in stores, & he's thrilled with these! fast shipping, highly recommend."
3268,positive,5/4/21,"['longer', 'acid', 'heartburn', 'still', 'take', 'definitely', 'daily', 'tasting', 'coffee', 'cause', 'low', 'would', 'fellow', 'although', 'good', 'order']","although it's low acid, it's still good tasting and it does not cause me heartburn. i no longer have to take prilosec daily. i would definitely order some more of this coffee. i receommend it to fellow heartburn sufferrers."
3269,positive,27/4/20,"['buy', 'oil', 'like', 'taste', 'food', 'add', 'much', 'good', 'coconut', 'everyday']",i like the coconut oil very much.  it taste good. i add it to my food everyday. will buy again
3270,positive,8/3/21,"['expiration', 'worry', 'worried', 'nope', 'happier', 'problem', 'best', 'price', 'ever', 'would', 'date', 'offer', 'march', 'have', 'taste', 'funny', 'milk', 'great', 'thanks']",i couldn't be happier! i was worried the expiration date would be a problem - nope! march of 2012. i was worried the milk would taste funny - nope! it's the best milk i've ever had!! thanks for offering this at a great price!!
3271,positive,30/1/20,"['product', 'easy', 'old', 'year', 'hand', 'milk', 'box', 'great', 'fun']","great product.  easy to have on hand.  my 2 year old thinks it's fun to have a ""milk box""."
3272,positive,22/7/19,"['finally', 'organic', 'love', 'find', 'hint', 'sea', 'sunflower', 'salt', 'fact', 'toast']",love the fact that i finally found organic sunflower seeds. i toast them with just a hint of sea salt.
3273,positive,2/2/20,"['product', 'get', 'dried', 'sweetness', 'mushy', 'gluten', 'low', 'stuff', 'add', 'stevia', 'liquid', 'fruit', 'good', 'like', 'well']","for a low gluten product this stuff is very good.  it holds up well in liquid, doesn't get all mushy. i like the bits of dried fruit.  i add stevia for sweetness."
3274,positive,2/9/20,"['breakfast', 'for', 'afternoon', 'tea', 'crisp', 'little', 'jam', 'best', 'perfect', 'great', 'sweet', 'maybe']","great jam...spicey,crisp just a little sweet.<br />maybe not the best for breakfast but perfect<br />for afternoon tea."
3275,positive,26/1/21,"['cut', 'also', 'flavor', 'simply', 'sugar', 'wisdom', 'thereby', 'underneath', 'delicious', 'barely', 'directly', 'label', 'bottle', 'nothing', 'glass', 'mango', 'fact', 'make', 'tea', 'review', 'put', 'line', 'every', 'overwhelming', 'pump', 'smooth', 'right', 'sweet', 'order', 'well', 'wait', 'blend', 'can', 'give', 'get', 'overly', 'taste', 'overpower', 'little', 'try', 'rather', 'like']","simply put, this tea is delicious.  the mango taste is smooth and not overwhelming and all the ingredients are blended well so nothing is overpowering.  i also like the fact that numi did not pump tons of sugar into the tea to make it overly sweet, thereby cutting down on calories, carbs, and sugar.  as the label indicates, this is 'barely sweetened' but it tastes just right.  there are also little 'gems' of wisdom underneath the bottle caps.  i can't wait to try every flavor in this line of puerh teas in the glass bottle.  i did not order the tea through amazon, rather i got it directly through the numi tea website, but wanted to give a review here for others."
3276,positive,9/1/21,"['nice', 'often', 'flavor', 'taste', 'quinoa', 'really', 'depth', 'add', 'water', 'great', 'cook', 'use']",these taste great.  i add 1 or 2 cubes to the water when cooking quinoa or lentils and it really adds a nice depth of flavor.  i use them often.
3277,positive,30/7/21,"['almost', 'make', 'scratch', 'never', 'high', 'get', 'taste', 'again', 'yummy', 'rating', 'identical']",these pancakes get my highest rating for gluten-free pancakes! they taste almost identical to bisquick pancakes. they are so yummy!! i'll never make gf pancakes from scratch again!
